_id,connectionTime,doneChargingTime,kWhDelivered,WhPerMile,kWhRequested,chargingDuration,chargingPower
8,00:02:51,01:52:51,22.90818010296414,1326,24.72818010296414,4.534457,12.286837624940842
1,00:31:05,02:35:05,7.427531894826531,1060,13.997531894826531,3.330214,33.67985139245335
10000,01:13:30,02:07:30,21.94541341990575,1494,26.385413419905753,3.603157,11.530310954494428
10010,01:03:42,02:08:42,27.298083875391804,1330,37.148083875391805,5.798481,32.441565572797344
30004,03:21:33,04:35:33,13.485095486237965,1295,18.685095486237966,3.720799,20.09240853875265
50004,05:02:05,07:13:05,28.60930974959834,1244,37.34930974959834,1.800795,29.842481006922213
60009,06:28:20,08:06:20,16.79378927232003,321,23.91378927232003,1.918386,28.75176886537174
60008,06:00:11,06:55:11,10.736045861776134,666,15.786045861776135,1.158548,35.33160652148518
70009,07:30:54,08:20:54,26.22358888282296,1438,27.34358888282296,0.290691,25.097190984783428
70008,07:23:24,07:57:24,24.9800646838098,530,34.460064683809804,2.655729,25.587469537804854
80000,08:42:01,09:32:01,15.153012324532776,287,21.223012324532775,2.490313,23.1992196436514
80010,08:19:31,08:49:31,24.435189046218827,1596,28.905189046218826,1.902231,11.117480009468842
90000,09:09:19,09:46:19,5.242204269919896,1323,6.382204269919896,0.281663,35.78993666517182
90001,09:43:46,10:13:46,16.496397093900185,1071,19.576397093900184,1.353286,2.7398797489104494
90014,09:46:29,12:10:29,23.19240857829121,330,26.36240857829121,4.325783,29.94728113933564
100007,10:08:07,11:23:07,20.84827390794812,1532,27.998273907948118,4.783018,37.14828448873037
100001,10:51:06,12:27:06,5.3901516111707055,969,11.880151611170707,3.714568,17.723033177431276
110009,11:07:26,12:06:26,13.719566604264989,543,22.21956660426499,5.572545,1.960178325201772
110008,11:52:45,13:10:45,17.559736437231535,1005,20.119736437231534,3.976247,37.76076038821928
120000,12:04:41,12:44:41,29.48933129661224,585,34.00933129661224,5.506766,6.790645421273902
120010,12:50:50,14:11:50,14.02878792760792,1415,16.66878792760792,5.130224,20.60567208999209
130000,13:51:08,16:34:08,13.565274608539758,1155,21.365274608539757,2.806814,25.267011294752
130010,13:03:03,15:57:03,25.74743421508358,476,30.577434215083578,0.753379,38.7631700014776
160009,16:47:26,18:46:26,7.051443634123649,1384,9.921443634123648,2.350746,30.845552768132123
160008,16:29:01,17:22:01,29.4056415863455,659,35.5156415863455,4.079279,35.70195260137607
170001,17:47:54,19:53:54,27.295024134181755,1537,28.575024134181756,4.06235,31.4563141825279
180001,18:52:21,21:02:21,14.979028631369328,221,23.55902863136933,3.629527,17.838644978518452
180005,18:46:58,19:18:58,20.157703326127127,452,25.207703326127127,1.793386,28.425482362221416
190000,19:55:24,21:33:24,24.26686239294277,947,28.82686239294277,3.455212,29.10057318624424
190010,19:40:08,21:56:08,22.04349862673403,1056,31.38349862673403,2.420976,11.816270580904495
200001,20:15:51,23:05:51,9.464499201441408,674,17.014499201441406,5.83593,24.9018033715627
210000,21:53:27,23:07:27,27.01695307617699,1282,30.95695307617699,5.1237,37.85604430067527
210010,21:40:51,22:31:51,22.32882007535669,710,28.458820075356687,4.386031,28.50075408492411
220008,22:12:57,00:41:57,22.87631493662917,899,28.566314936629173,1.568713,17.306259258172034
220001,22:03:07,00:45:07,21.70584932373193,1175,31.35584932373193,1.685196,18.818501235948712
230001,23:12:06,01:46:06,23.431964492854195,389,32.03196449285419,0.434515,1.200965606491906
