_id,connectionTime,doneChargingTime,kWhDelivered,WhPerMile,kWhRequested,chargingDuration,chargingPower
8,00:19:46,01:31:46,18.820536997189286,1326,21.350536997189288,4.428242,7.432677949433481
1,00:50:36,02:08:36,29.41148662533489,1060,31.00148662533489,4.673368,19.27739686426036
10000,01:34:43,02:17:43,15.8322015495511,1494,25.3722015495511,0.629459,30.488161060736594
10010,01:23:43,02:25:43,7.489227227770277,1330,17.179227227770276,2.279101,14.740154786820789
20007,02:53:16,05:39:16,19.916385157376325,1295,28.196385157376326,0.872041,31.56212556677365
20001,02:27:19,03:50:19,26.20020573305586,1244,29.940205733055862,5.206,32.48543939027542
30007,03:58:00,05:31:00,27.66045217650428,321,29.540452176504278,3.815129,6.351596383790589
30001,03:29:49,04:32:49,12.798624886990046,666,19.958624886990044,2.119209,16.530621426427583
40000,04:59:46,06:56:46,5.001383921625214,1438,9.961383921625213,0.568638,13.162548606605377
40001,04:23:13,05:51:13,9.640898607648804,530,11.740898607648804,2.003697,38.15887462190584
40013,04:15:25,04:53:25,19.511178429703254,287,24.971178429703254,2.086063,31.71414408224601
50009,05:04:26,07:23:26,17.198364224679423,1596,18.508364224679422,4.431716,18.88206753722937
50008,05:06:03,07:37:03,23.176106567783208,1323,32.35610656778321,3.897833,11.542788304309871
70008,07:01:41,08:37:41,29.810738082141395,1071,33.1407380821414,5.345834,4.315041633078186
70001,07:35:02,10:33:02,13.142119160420386,330,20.102119160420386,2.938847,6.733541900663248
80008,08:25:46,10:54:46,17.25763366371843,1532,21.06763366371843,0.893647,39.58698131409282
80001,08:16:02,10:51:02,13.917672260063572,969,19.59767226006357,4.33682,1.6368116046646075
90001,09:03:10,10:30:10,15.695859470786807,543,21.61585947078681,4.612553,33.079818603071665
90005,09:53:43,11:09:43,11.23550102641128,1005,13.89550102641128,3.455408,5.130340040407056
100008,10:39:32,13:11:32,15.168333645893709,585,24.898333645893707,4.67161,22.531052790986863
100001,10:18:04,10:55:04,12.406059709278567,1415,20.38605970927857,3.064014,35.552528491082604
110000,11:25:24,12:34:24,11.944341840787764,1155,21.404341840787765,3.23185,35.89966449494546
110010,11:56:18,13:55:18,21.79892851489556,476,30.84892851489556,2.679738,38.00557980809979
120001,12:30:05,15:23:05,5.4217918342509925,1384,11.801791834250992,0.347431,28.16281479735656
120013,12:30:26,13:34:26,27.45155893034337,659,36.75155893034337,0.82577,27.230710140564334
130007,13:37:41,16:32:41,15.807037029532465,1537,17.607037029532464,0.382289,21.35785467156932
130001,13:22:30,14:11:30,10.96033202310145,221,13.72033202310145,3.89118,21.06599698865152
140009,14:34:33,17:31:33,25.560168458892257,452,26.970168458892257,2.023265,26.48342528343184
140008,14:52:21,17:02:21,14.979028631369328,947,18.909028631369328,3.14971,17.838644978518452
150009,15:55:15,18:36:15,23.77554122140996,1056,28.27554122140996,5.463886,37.1612604875516
150008,15:08:18,17:57:18,15.673585259958,674,19.113585259958,1.645895,12.76600617638358
160001,16:40:08,18:56:08,22.04349862673403,1282,30.503498626734032,2.580221,11.816270580904495
170001,17:14:14,18:04:14,21.091952185799023,710,25.301952185799024,4.582197,15.21404469265717
170005,17:48:02,18:35:02,16.32735613622196,899,19.857356136221963,1.527029,20.26435552550172
180000,18:44:35,19:55:35,11.176130301385944,1175,17.056130301385945,0.646483,2.425878439559465
180010,18:16:08,19:45:08,20.05572942240865,389,22.32572942240865,1.880558,28.86065387213857
190001,19:45:28,21:16:28,6.433015598890014,1157,14.653015598890015,1.135083,4.122382640276912
200000,20:14:29,21:44:29,8.192216038516774,886,9.862216038516774,5.592246,25.237448413279388
200010,20:35:56,21:24:56,15.417293922717777,1157,25.297293922717778,4.887098,32.622705990029104
210008,21:19:55,22:44:55,13.326800861857969,762,21.276800861857968,3.873742,4.889584942155406
210001,21:42:10,22:49:10,28.42319699646416,1467,31.21319699646416,5.254471,26.711446790691543
220001,22:04:21,00:28:21,29.43794558026641,1031,30.48794558026641,4.861298,20.646164931553816
230000,23:46:00,02:12:00,17.289785679237887,1354,25.629785679237887,1.282106,34.31048051693296
230010,23:14:45,00:45:45,27.4488984035105,846,34.808898403510504,5.376842,36.89059841925266
